"","0.1 %","99.9 %"
"(Intercept)",-286.662956135311,-262.09245076619
"TV",-0.543962037575953,0.614670323382238
"Electronic_games",-0.354043751809593,0.547626296709584
"Social_media",-0.830055000744728,0.398645241136025
"Other_internet",-0.108255132655032,1.1050025163649
"Own_computer",-0.176959989829987,0.495864782504118
"Male",-0.948262836018815,-0.389653914024072
"Age",-0.211255861887649,0.286454296960182
"BMI",-0.0118819513633669,0.042756391527259
"Motivation",-0.856408604560712,-0.336138471288883
"Ethnicity",-0.271737402822241,0.441702222956926
"Closeness",-0.312461800164097,0.05187442755723
"Father",227.281455208004,226.918573771279
"Score",-0.0785884290457792,-0.0163882531172801
"Employed",-0.446259065957891,0.153252863705897
"Illness",0.685419173436353,1.22687772247621
"Time",-0.154022395458502,0.114178441242106
"Distress",0.0833352254430774,0.13847074493963
"Siblings",-0.155702094950547,0.0932742251687433
"Income",-0.00141479012757252,0.000411316004236114
